0 3.8652e-10
0.2 3.734e-10
0.4 3.6298e-10
0.6 3.544e-10
0.8 3.4704e-10
1 3.4057e-10
1.2 3.3481e-10
1.4 3.2961e-10
1.6 3.2484e-10
1.8 3.2041e-10
2 3.1625e-10
2.2 3.1231e-10
2.4 3.0858e-10
2.6 3.0508e-10
2.8 3.0181e-10
3 2.9873e-10
3.2 2.9578e-10
3.4 2.9291e-10
3.6 2.9013e-10
3.8 2.8743e-10
4 2.8474e-10
