5e+09	25.719	-0.635761
1e+10	23.8698	-0.266468
1.5e+10	22.6906	-0.0518291
2e+10	22.1763	0.126584
2.5e+10	22.0518	0.293391
3e+10	22.1218	0.45741
3.5e+10	22.2827	0.621947
4e+10	22.4821	0.788106
4.5e+10	22.6947	0.956124
5e+10	22.9082	1.12592
5.5e+10	23.1174	1.29732
6e+10	23.3204	1.47015
