5e+09	3.85763
1e+10	3.97368
1.5e+10	4.07157
2e+10	4.13276
2.5e+10	4.17033
3e+10	4.19451
3.5e+10	4.21002
4e+10	4.21899
4.5e+10	4.22257
5e+10	4.22146
5.5e+10	4.2162
6e+10	4.20718
