5e+09	124.191
1e+10	245.05
1.5e+10	414.316
2e+10	630.111
2.5e+10	892.826
3e+10	1203.76
3.5e+10	1563.84
4e+10	1973.53
4.5e+10	2432.94
5e+10	2941.92
5.5e+10	3500.11
6e+10	4106.96
