5e+09	25.7189	-0.635783
1e+10	23.8698	-0.266465
1.5e+10	22.6907	-0.0518289
2e+10	22.1763	0.126583
2.5e+10	22.0518	0.293392
3e+10	22.1218	0.457411
3.5e+10	22.2827	0.621947
4e+10	22.4821	0.788106
4.5e+10	22.6947	0.956124
5e+10	22.9082	1.12592
5.5e+10	23.1174	1.29732
6e+10	23.3204	1.47015
