

wavelength(nm), Y
1563.5, -32.1526
1563.49, -32.1879
1563.47, -32.2239
1563.46, -32.2605
1563.44, -32.2978
1563.43, -32.3358
1563.41, -32.3744
1563.4, -32.4138
1563.38, -32.4538
1563.37, -32.4946
1563.35, -32.5361
1563.34, -32.5782
1563.32, -32.6211
1563.31, -32.6648
1563.29, -32.7091
1563.28, -32.7543
1563.26, -32.8001
1563.25, -32.8468
1563.23, -32.8942
1563.21, -32.9424
1563.2, -32.9913
1563.18, -33.0411
1563.17, -33.0917
1563.15, -33.1431
1563.14, -33.1953
1563.12, -33.2483
1563.11, -33.3022
1563.09, -33.3569
1563.08, -33.4125
1563.06, -33.469
1563.05, -33.5263
1563.03, -33.5846
1563.02, -33.6437
1563, -33.7038
1562.99, -33.7648
1562.97, -33.8268
1562.96, -33.8897
1562.94, -33.9536
1562.93, -34.0184
1562.91, -34.0843
1562.9, -34.1512
1562.88, -34.2191
1562.87, -34.2881
1562.85, -34.3581
1562.84, -34.4292
1562.82, -34.5014
1562.81, -34.5747
1562.79, -34.6492
1562.78, -34.7248
1562.76, -34.8016
1562.75, -34.8796
1562.73, -34.9587
1562.72, -35.0392
1562.7, -35.1208
1562.69, -35.2038
1562.67, -35.2881
1562.66, -35.3736
1562.64, -35.4606
1562.63, -35.5489
1562.61, -35.6386
1562.6, -35.7298
1562.58, -35.8224
1562.57, -35.9165
1562.55, -36.0122
1562.54, -36.1094
1562.52, -36.2082
1562.51, -36.3086
1562.49, -36.4107
1562.47, -36.5145
1562.46, -36.62
1562.44, -36.7273
1562.43, -36.8364
1562.41, -36.9474
1562.4, -37.0603
1562.38, -37.1752
1562.37, -37.292
1562.35, -37.4109
1562.34, -37.532
1562.32, -37.6552
1562.31, -37.7806
1562.29, -37.9083
1562.28, -38.0384
1562.26, -38.1709
1562.25, -38.3059
1562.23, -38.4434
1562.22, -38.5836
1562.2, -38.7264
1562.19, -38.8721
1562.17, -39.0206
1562.16, -39.1722
1562.14, -39.3268
1562.13, -39.4845
1562.11, -39.6455
1562.1, -39.81
1562.08, -39.9779
1562.07, -40.1494
1562.05, -40.3246
1562.04, -40.5038
1562.02, -40.687
1562.01, -40.8743
1561.99, -41.0659
1561.98, -41.2621
1561.96, -41.4629
1561.95, -41.6685
1561.93, -41.8792
1561.92, -42.0951
1561.9, -42.3164
1561.89, -42.5434
1561.87, -42.7762
1561.86, -43.0152
1561.84, -43.2606
1561.83, -43.5126
1561.81, -43.7715
1561.8, -44.0376
1561.78, -44.3112
1561.77, -44.5925
1561.75, -44.8819
1561.74, -45.1795
1561.72, -45.4858
1561.71, -45.8009
1561.69, -46.125
1561.68, -46.4584
1561.66, -46.801
1561.64, -47.1529
1561.63, -47.5139
1561.61, -47.8836
1561.6, -48.2615
1561.58, -48.6466
1561.57, -49.0376
1561.55, -49.4325
1561.54, -49.8286
1561.52, -50.2225
1561.51, -50.6097
1561.49, -50.9845
1561.48, -51.3399
1561.46, -51.6679
1561.45, -51.9592
1561.43, -52.2044
1561.42, -52.3939
1561.4, -52.5196
1561.39, -52.5757
1561.37, -52.5594
1561.36, -52.4715
1561.34, -52.3162
1561.33, -52.1006
1561.31, -51.8336
1561.3, -51.5246
1561.28, -51.1832
1561.27, -50.8182
1561.25, -50.437
1561.24, -50.0462
1561.22, -49.6508
1561.21, -49.2548
1561.19, -48.8614
1561.18, -48.4729
1561.16, -48.0909
1561.15, -47.7166
1561.13, -47.3507
1561.12, -46.9937
1561.1, -46.646
1561.09, -46.3076
1561.07, -45.9784
1561.06, -45.6583
1561.04, -45.3472
1561.03, -45.0448
1561.01, -44.7509
1561, -44.4652
1560.98, -44.1874
1560.97, -43.9172
1560.95, -43.6544
1560.94, -43.3986
1560.92, -43.1496
1560.91, -42.9072
1560.89, -42.6709
1560.88, -42.4407
1560.86, -42.2163
1560.85, -41.9975
1560.83, -41.784
1560.82, -41.5756
1560.8, -41.3721
1560.79, -41.1735
1560.77, -40.9793
1560.76, -40.7897
1560.74, -40.6042
1560.73, -40.4229
1560.71, -40.2455
1560.7, -40.0719
1560.68, -39.902
1560.67, -39.7357
1560.65, -39.5728
1560.64, -39.4133
1560.62, -39.257
1560.61, -39.1038
1560.59, -38.9536
1560.58, -38.8063
1560.56, -38.6619
1560.54, -38.5203
1560.53, -38.3813
1560.51, -38.2449
1560.5, -38.1111
1560.48, -37.9797
1560.47, -37.8507
1560.45, -37.724
1560.44, -37.5996
1560.42, -37.4774
1560.41, -37.3573
1560.39, -37.2393
1560.38, -37.1233
1560.36, -37.0094
1560.35, -36.8973
1560.33, -36.7872
1560.32, -36.6789
1560.3, -36.5724
1560.29, -36.4677
1560.27, -36.3646
1560.26, -36.2633
1560.24, -36.1636
1560.23, -36.0655
1560.21, -35.969
1560.2, -35.8741
1560.18, -35.7806
1560.17, -35.6887
1560.15, -35.5982
1560.14, -35.5091
1560.12, -35.4214
1560.11, -35.3351
1560.09, -35.2501
1560.08, -35.1664
1560.06, -35.084
1560.05, -35.0029
1560.03, -34.923
1560.02, -34.8444
1560, -34.767
1559.99, -34.6907
1559.97, -34.6156
1559.96, -34.5417
1559.94, -34.4689
1559.93, -34.3972
1559.91, -34.3265
1559.9, -34.257
1559.88, -34.1885
1559.87, -34.121
1559.85, -34.0546
1559.84, -33.9892
1559.82, -33.9247
1559.81, -33.8613
1559.79, -33.7988
1559.78, -33.7373
1559.76, -33.6767
1559.75, -33.617
1559.73, -33.5583
1559.72, -33.5004
1559.7, -33.4435
1559.69, -33.3874
1559.67, -33.3322
1559.66, -33.2779
1559.64, -33.2244
1559.63, -33.1717
1559.61, -33.1199
1559.6, -33.0689
1559.58, -33.0187
1559.57, -32.9693
1559.55, -32.9206
1559.54, -32.8728
1559.52, -32.8257
1559.51, -32.7795
1559.49, -32.7339
1559.48, -32.6891
1559.46, -32.6451
1559.45, -32.6018
1559.43, -32.5592
1559.42, -32.5173
1559.4, -32.4762
1559.39, -32.4358
1559.37, -32.396
1559.36, -32.357
1559.34, -32.3186
1559.33, -32.281
1559.31, -32.244
1559.3, -32.2077
1559.28, -32.172
1559.27, -32.137
1559.25, -32.1027
1559.24, -32.069
1559.22, -32.0359
1559.21, -32.0035
1559.19, -31.9718
1559.18, -31.9407
1559.16, -31.9101
1559.15, -31.8803
1559.13, -31.851
1559.12, -31.8223
1559.1, -31.7943
1559.09, -31.7669
1559.07, -31.74
1559.06, -31.7138
1559.04, -31.6882
1559.03, -31.6631
1559.01, -31.6387
1559, -31.6148
1558.98, -31.5915
1558.97, -31.5688
1558.95, -31.5467
1558.94, -31.5251
1558.92, -31.5041
1558.91, -31.4837
1558.89, -31.4639
1558.88, -31.4446
1558.86, -31.4259
1558.85, -31.4077
1558.83, -31.3901
1558.82, -31.373
1558.8, -31.3565
1558.78, -31.3405
1558.77, -31.3251
1558.75, -31.3102
1558.74, -31.2959
1558.72, -31.2821
1558.71, -31.2689
1558.69, -31.2562
1558.68, -31.244
1558.66, -31.2324
1558.65, -31.2213
1558.63, -31.2107
1558.62, -31.2007
1558.6, -31.1912
1558.59, -31.1822
1558.57, -31.1738
1558.56, -31.1658
1558.54, -31.1584
1558.53, -31.1516
1558.51, -31.1452
1558.5, -31.1394
1558.48, -31.1341
1558.47, -31.1293
1558.45, -31.1251
1558.44, -31.1214
1558.42, -31.1181
1558.41, -31.1155
1558.39, -31.1133
1558.38, -31.1116
1558.36, -31.1105
1558.35, -31.1099
1558.33, -31.1098
1558.32, -31.1102
1558.3, -31.1112
1558.29, -31.1126
1558.27, -31.1146
1558.26, -31.1171
1558.24, -31.1201
1558.23, -31.1237
1558.21, -31.1278
1558.2, -31.1323
1558.18, -31.1375
1558.17, -31.1431
1558.15, -31.1493
1558.14, -31.1559
1558.12, -31.1631
1558.11, -31.1709
1558.09, -31.1791
1558.08, -31.1879
1558.06, -31.1972
1558.05, -31.2071
1558.03, -31.2174
1558.02, -31.2284
1558, -31.2398
1557.99, -31.2518
1557.97, -31.2643
1557.96, -31.2773
1557.94, -31.2909
1557.93, -31.3051
1557.91, -31.3197
1557.9, -31.335
1557.88, -31.3507
1557.87, -31.367
1557.85, -31.3839
1557.84, -31.4013
1557.82, -31.4193
1557.81, -31.4378
1557.79, -31.4569
1557.78, -31.4766
1557.76, -31.4968
1557.75, -31.5176
1557.73, -31.5389
1557.72, -31.5608
1557.7, -31.5833
1557.69, -31.6064
1557.67, -31.6301
1557.66, -31.6543
1557.64, -31.6792
1557.63, -31.7046
1557.61, -31.7306
1557.6, -31.7572
1557.58, -31.7844
1557.57, -31.8123
1557.55, -31.8407
1557.54, -31.8697
1557.52, -31.8994
1557.51, -31.9297
1557.49, -31.9606
1557.48, -31.9921
1557.46, -32.0243
1557.45, -32.0571
1557.43, -32.0906
1557.42, -32.1247
1557.4, -32.1594
1557.39, -32.1948
1557.37, -32.2309
1557.36, -32.2677
1557.34, -32.3051
1557.33, -32.3432
1557.31, -32.382
1557.3, -32.4215
1557.28, -32.4617
1557.27, -32.5026
1557.25, -32.5442
1557.24, -32.5865
1557.22, -32.6295
1557.21, -32.6733
1557.19, -32.7178
1557.18, -32.7631
1557.16, -32.8091
1557.15, -32.8559
1557.13, -32.9034
1557.12, -32.9518
1557.1, -33.0009
1557.09, -33.0508
1557.07, -33.1015
1557.06, -33.1531
1557.04, -33.2055
1557.03, -33.2586
1557.01, -33.3127
1557, -33.3676
1556.98, -33.4233
1556.97, -33.48
1556.95, -33.5375
1556.94, -33.5959
1556.92, -33.6553
1556.91, -33.7155
1556.89, -33.7767
1556.88, -33.8389
1556.86, -33.902
1556.85, -33.966
1556.83, -34.0311
1556.82, -34.0972
1556.8, -34.1643
1556.79, -34.2324
1556.77, -34.3015
1556.76, -34.3718
1556.74, -34.4431
1556.73, -34.5155
1556.71, -34.5891
1556.7, -34.6637
1556.68, -34.7396
1556.67, -34.8166
1556.65, -34.8948
1556.64, -34.9742
1556.62, -35.0549
1556.61, -35.1368
1556.59, -35.22
1556.58, -35.3045
1556.56, -35.3904
1556.55, -35.4776
1556.53, -35.5662
1556.52, -35.6562
1556.5, -35.7476
1556.49, -35.8405
1556.47, -35.9349
1556.46, -36.0309
1556.44, -36.1284
1556.43, -36.2275
1556.41, -36.3282
1556.4, -36.4306
1556.38, -36.5347
1556.37, -36.6406
1556.35, -36.7483
1556.34, -36.8577
1556.32, -36.9691
1556.31, -37.0824
1556.29, -37.1976
1556.28, -37.3149
1556.26, -37.4342
1556.25, -37.5557
1556.23, -37.6793
1556.22, -37.8052
1556.2, -37.9333
1556.19, -38.0639
1556.17, -38.1968
1556.16, -38.3323
1556.15, -38.4703
1556.13, -38.611
1556.12, -38.7544
1556.1, -38.9006
1556.09, -39.0497
1556.07, -39.2018
1556.06, -39.357
1556.04, -39.5154
1556.03, -39.6771
1556.01, -39.8422
1556, -40.0108
1555.98, -40.183
1555.97, -40.359
1555.95, -40.5389
1555.94, -40.7229
1555.92, -40.911
1555.91, -41.1035
1555.89, -41.3006
1555.88, -41.5023
1555.86, -41.7089
1555.85, -41.9205
1555.83, -42.1375
1555.82, -42.3599
1555.8, -42.588
1555.79, -42.822
1555.77, -43.0622
1555.76, -43.3088
1555.74, -43.5622
1555.73, -43.8225
1555.71, -44.09
1555.7, -44.365
1555.68, -44.6479
1555.67, -44.9388
1555.65, -45.2381
1555.64, -45.5461
1555.62, -45.8629
1555.61, -46.1888
1555.59, -46.5239
1555.58, -46.8684
1555.56, -47.222
1555.55, -47.5848
1555.53, -47.9561
1555.52, -48.3355
1555.5, -48.7219
1555.49, -49.1138
1555.47, -49.5091
1555.46, -49.9051
1555.44, -50.2981
1555.43, -50.6834
1555.41, -51.055
1555.4, -51.4058
1555.38, -51.7274
1555.37, -52.0106
1555.35, -52.2457
1555.34, -52.4234
1555.32, -52.536
1555.31, -52.5782
1555.29, -52.5479
1555.28, -52.4465
1555.26, -52.279
1555.25, -52.0527
1555.23, -51.7767
1555.22, -51.4608
1555.2, -51.1142
1555.19, -50.7454
1555.17, -50.362
1555.16, -49.9699
1555.14, -49.5741
1555.13, -49.1784
1555.11, -48.7858
1555.1, -48.3984
1555.08, -48.0178
1555.07, -47.6451
1555.05, -47.2809
1555.04, -46.9257
1555.02, -46.5798
1555.01, -46.2431
1554.99, -45.9157
1554.98, -45.5974
1554.96, -45.288
1554.95, -44.9873
1554.93, -44.695
1554.92, -44.4109
1554.9, -44.1346
1554.89, -43.8658
1554.87, -43.6044
1554.86, -43.3499
1554.84, -43.1022
1554.83, -42.861
1554.81, -42.6259
1554.8, -42.3969
1554.78, -42.1735
1554.77, -41.9557
1554.75, -41.7432
1554.74, -41.5358
1554.72, -41.3333
1554.71, -41.1355
1554.69, -40.9423
1554.68, -40.7534
1554.66, -40.5688
1554.65, -40.3882
1554.63, -40.2116
1554.62, -40.0388
1554.6, -39.8696
1554.59, -39.7039
1554.57, -39.5417
1554.56, -39.3828
1554.54, -39.2271
1554.53, -39.0745
1554.51, -38.9249
1554.5, -38.7782
1554.48, -38.6343
1554.47, -38.4932
1554.45, -38.3547
1554.44, -38.2189
1554.42, -38.0855
1554.41, -37.9546
1554.4, -37.826
1554.38, -37.6998
1554.37, -37.5758
1554.35, -37.454
1554.34, -37.3343
1554.32, -37.2167
1554.31, -37.1011
1554.29, -36.9875
1554.28, -36.8759
1554.26, -36.7661
1554.25, -36.6581
1554.23, -36.552
1554.22, -36.4476
1554.2, -36.3449
1554.19, -36.2439
1554.17, -36.1445
1554.16, -36.0467
1554.14, -35.9505
1554.13, -35.8559
1554.11, -35.7627
1554.1, -35.6711
1554.08, -35.5808
1554.07, -35.492
1554.05, -35.4046
1554.04, -35.3185
1554.02, -35.2338
1554.01, -35.1504
1553.99, -35.0682
1553.98, -34.9874
1553.96, -34.9077
1553.95, -34.8293
1553.93, -34.7521
1553.92, -34.6761
1553.9, -34.6012
1553.89, -34.5275
1553.87, -34.4549
1553.86, -34.3834
1553.84, -34.313
1553.83, -34.2436
1553.81, -34.1754
1553.8, -34.1081
1553.78, -34.0419
1553.77, -33.9766
1553.75, -33.9124
1553.74, -33.8491
1553.72, -33.7868
1553.71, -33.7255
1553.69, -33.6651
1553.68, -33.6056
1553.66, -33.547
1553.65, -33.4894
1553.63, -33.4326
1553.62, -33.3767
1553.6, -33.3216
1553.59, -33.2675
1553.57, -33.2141
1553.56, -33.1616
1553.54, -33.1099
1553.53, -33.0591
1553.51, -33.009
1553.5, -32.9598
1553.48, -32.9113
1553.47, -32.8636
1553.45, -32.8167
1553.44, -32.7706
1553.42, -32.7252
1553.41, -32.6806
1553.39, -32.6367
1553.38, -32.5935
1553.36, -32.551
1553.35, -32.5093
1553.33, -32.4683
1553.32, -32.428
1553.31, -32.3884
1553.29, -32.3495
1553.28, -32.3113
1553.26, -32.2738
1553.25, -32.2369
1553.23, -32.2007
1553.22, -32.1652
1553.2, -32.1303
1553.19, -32.0961
1553.17, -32.0625
1553.16, -32.0296
1553.14, -31.9974
1553.13, -31.9657
1553.11, -31.9347
1553.1, -31.9043
1553.08, -31.8746
1553.07, -31.8454
1553.05, -31.8169
1553.04, -31.789
1553.02, -31.7616
1553.01, -31.7349
1552.99, -31.7088
1552.98, -31.6833
1552.96, -31.6584
1552.95, -31.634
1552.93, -31.6103
1552.92, -31.5871
1552.9, -31.5645
1552.89, -31.5425
1552.87, -31.521
1552.86, -31.5001
1552.84, -31.4798
1552.83, -31.4601
1552.81, -31.4409
1552.8, -31.4223
1552.78, -31.4042
1552.77, -31.3867
1552.75, -31.3698
1552.74, -31.3534
1552.72, -31.3375
1552.71, -31.3222
1552.69, -31.3074
1552.68, -31.2932
1552.66, -31.2795
1552.65, -31.2664
1552.63, -31.2538
1552.62, -31.2417
1552.6, -31.2302
1552.59, -31.2192
1552.57, -31.2087
1552.56, -31.1988
1552.54, -31.1894
1552.53, -31.1805
1552.51, -31.1722
1552.5, -31.1644
1552.48, -31.1571
1552.47, -31.1503
1552.46, -31.1441
1552.44, -31.1383
1552.43, -31.1332
1552.41, -31.1285
1552.4, -31.1243
1552.38, -31.1207
1552.37, -31.1176
1552.35, -31.115
1552.34, -31.1129
1552.32, -31.1114
1552.31, -31.1103
1552.29, -31.1098
1552.28, -31.1098
1552.26, -31.1104
1552.25, -31.1114
1552.23, -31.113
1552.22, -31.1151
1552.2, -31.1177
1552.19, -31.1208
1552.17, -31.1244
1552.16, -31.1286
1552.14, -31.1333
1552.13, -31.1385
1552.11, -31.1442
1552.1, -31.1505
1552.08, -31.1573
1552.07, -31.1646
1552.05, -31.1724
1552.04, -31.1808
1552.02, -31.1897
1552.01, -31.1991
1551.99, -31.209
1551.98, -31.2195
1551.96, -31.2305
1551.95, -31.2421
1551.93, -31.2542
1551.92, -31.2668
1551.9, -31.2799
1551.89, -31.2936
1551.87, -31.3079
1551.86, -31.3226
1551.84, -31.338
1551.83, -31.3538
1551.81, -31.3703
1551.8, -31.3872
1551.78, -31.4048
1551.77, -31.4228
1551.76, -31.4415
1551.74, -31.4607
1551.73, -31.4804
1551.71, -31.5008
1551.7, -31.5216
1551.68, -31.5431
1551.67, -31.5651
1551.65, -31.5878
1551.64, -31.611
1551.62, -31.6347
1551.61, -31.6591
1551.59, -31.684
1551.58, -31.7096
1551.56, -31.7357
1551.55, -31.7624
1551.53, -31.7898
1551.52, -31.8177
1551.5, -31.8463
1551.49, -31.8754
1551.47, -31.9052
1551.46, -31.9356
1551.44, -31.9666
1551.43, -31.9983
1551.41, -32.0306
1551.4, -32.0635
1551.38, -32.0971
1551.37, -32.1313
1551.35, -32.1662
1551.34, -32.2018
1551.32, -32.238
1551.31, -32.2749
1551.29, -32.3124
1551.28, -32.3507
1551.26, -32.3896
1551.25, -32.4292
1551.23, -32.4695
1551.22, -32.5106
1551.2, -32.5523
1551.19, -32.5948
1551.17, -32.6379
1551.16, -32.6819
1551.14, -32.7265
1551.13, -32.7719
1551.12, -32.8181
1551.1, -32.865
1551.09, -32.9127
1551.07, -32.9612
1551.06, -33.0105
1551.04, -33.0606
1551.03, -33.1115
1551.01, -33.1632
1551, -33.2157
1550.98, -33.269
1550.97, -33.3232
1550.95, -33.3783
1550.94, -33.4342
1550.92, -33.491
1550.91, -33.5487
1550.89, -33.6073
1550.88, -33.6669
1550.86, -33.7273
1550.85, -33.7887
1550.83, -33.851
1550.82, -33.9143
1550.8, -33.9785
1550.79, -34.0438
1550.77, -34.1101
1550.76, -34.1774
1550.74, -34.2457
1550.73, -34.3151
1550.71, -34.3855
1550.7, -34.457
1550.68, -34.5297
1550.67, -34.6034
1550.65, -34.6783
1550.64, -34.7544
1550.62, -34.8316
1550.61, -34.9101
1550.59, -34.9897
1550.58, -35.0706
1550.56, -35.1528
1550.55, -35.2363
1550.54, -35.321
1550.52, -35.4071
1550.51, -35.4946
1550.49, -35.5835
1550.48, -35.6737
1550.46, -35.7655
1550.45, -35.8587
1550.43, -35.9534
1550.42, -36.0496
1550.4, -36.1474
1550.39, -36.2468
1550.37, -36.3479
1550.36, -36.4506
1550.34, -36.5551
1550.33, -36.6613
1550.31, -36.7693
1550.3, -36.8791
1550.28, -36.9909
1550.27, -37.1045
1550.25, -37.2201
1550.24, -37.3378
1550.22, -37.4575
1550.21, -37.5794
1550.19, -37.7035
1550.18, -37.8298
1550.16, -37.9584
1550.15, -38.0894
1550.13, -38.2228
1550.12, -38.3588
1550.1, -38.4973
1550.09, -38.6385
1550.07, -38.7825
1550.06, -38.9292
1550.04, -39.0789
1550.03, -39.2316
1550.01, -39.3874



