

wavelength(nm), Y
1556.44, -44.4413
1556.43, -44.7322
1556.41, -45.0328
1556.4, -45.3438
1556.38, -45.6657
1556.37, -45.9993
1556.35, -46.3451
1556.34, -46.7041
1556.32, -47.0769
1556.31, -47.4645
1556.29, -47.8676
1556.28, -48.2873
1556.26, -48.7244
1556.25, -49.1796
1556.23, -49.6539
1556.22, -50.1477
1556.2, -50.6611
1556.19, -51.1939
1556.17, -51.7447
1556.16, -52.3111
1556.15, -52.8885
1556.13, -53.4696
1556.12, -54.0435
1556.1, -54.5941
1556.09, -55.1
1556.07, -55.5345
1556.06, -55.8676
1556.04, -56.0714
1556.03, -56.1261
1556.01, -56.026
1556, -55.7815
1555.98, -55.4153
1555.97, -54.9567
1555.95, -54.435
1555.94, -53.8755
1555.92, -53.2981
1555.91, -52.7171
1555.89, -52.1424
1555.88, -51.5802
1555.86, -51.0345
1555.85, -50.5074
1555.83, -49.9997
1555.82, -49.5118
1555.8, -49.0432
1555.79, -48.5934
1555.77, -48.1615
1555.76, -47.7468
1555.74, -47.3484
1555.73, -46.9653
1555.71, -46.5966
1555.7, -46.2416
1555.68, -45.8995
1555.67, -45.5694
1555.65, -45.2508
1555.64, -44.943
1555.62, -44.6453
1555.61, -44.3572
1555.59, -44.0782
1555.58, -43.8078
1555.56, -43.5455
1555.55, -43.291
1555.53, -43.0438
1555.52, -42.8036
1555.5, -42.5701
1555.49, -42.3428
1555.47, -42.1216
1555.46, -41.9062
1555.44, -41.6963
1555.43, -41.4916
1555.41, -41.292
1555.4, -41.0972
1555.38, -40.9071
1555.37, -40.7213
1555.35, -40.5399
1555.34, -40.3626
1555.32, -40.1892
1555.31, -40.0196
1555.29, -39.8537
1555.28, -39.6914
1555.26, -39.5324
1555.25, -39.3768
1555.23, -39.2243
1555.22, -39.0749
1555.2, -38.9285
1555.19, -38.785
1555.17, -38.6442
1555.16, -38.5062
1555.14, -38.3708
1555.13, -38.238
1555.11, -38.1076
1555.1, -37.9797
1555.08, -37.8541
1555.07, -37.7307
1555.05, -37.6096
1555.04, -37.4906
1555.02, -37.3737
1555.01, -37.2588
1554.99, -37.146
1554.98, -37.035
1554.96, -36.926
1554.95, -36.8188
1554.93, -36.7134
1554.92, -36.6098
1554.9, -36.5079
1554.89, -36.4077
1554.87, -36.3091
1554.86, -36.2121
1554.84, -36.1167
1554.83, -36.0229
1554.81, -35.9305
1554.8, -35.8396
1554.78, -35.7502
1554.77, -35.6622
1554.75, -35.5755
1554.74, -35.4903
1554.72, -35.4063
1554.71, -35.3237
1554.69, -35.2424
1554.68, -35.1623
1554.66, -35.0835
1554.65, -35.0058
1554.63, -34.9294
1554.62, -34.8542
1554.6, -34.7801
1554.59, -34.7071
1554.57, -34.6353
1554.56, -34.5646
1554.54, -34.4949
1554.53, -34.4263
1554.51, -34.3588
1554.5, -34.2923
1554.48, -34.2268
1554.47, -34.1623
1554.45, -34.0988
1554.44, -34.0363
1554.42, -33.9748
1554.41, -33.9141
1554.4, -33.8545
1554.38, -33.7957
1554.37, -33.7379
1554.35, -33.6809
1554.34, -33.6248
1554.32, -33.5697
1554.31, -33.5153
1554.29, -33.4619
1554.28, -33.4092
1554.26, -33.3574
1554.25, -33.3064
1554.23, -33.2563
1554.22, -33.2069
1554.2, -33.1584
1554.19, -33.1106
1554.17, -33.0636
1554.16, -33.0174
1554.14, -32.9719
1554.13, -32.9272
1554.11, -32.8832
1554.1, -32.84
1554.08, -32.7975
1554.07, -32.7557
1554.05, -32.7146
1554.04, -32.6743
1554.02, -32.6346
1554.01, -32.5957
1553.99, -32.5574
1553.98, -32.5199
1553.96, -32.483
1553.95, -32.4468
1553.93, -32.4112
1553.92, -32.3763
1553.9, -32.3421
1553.89, -32.3086
1553.87, -32.2756
1553.86, -32.2433
1553.84, -32.2117
1553.83, -32.1807
1553.81, -32.1503
1553.8, -32.1206
1553.78, -32.0914
1553.77, -32.0629
1553.75, -32.035
1553.74, -32.0077
1553.72, -31.981
1553.71, -31.9549
1553.69, -31.9294
1553.68, -31.9045
1553.66, -31.8802
1553.65, -31.8565
1553.63, -31.8333
1553.62, -31.8108
1553.6, -31.7888
1553.59, -31.7674
1553.57, -31.7466
1553.56, -31.7263
1553.54, -31.7066
1553.53, -31.6875
1553.51, -31.6689
1553.5, -31.6509
1553.48, -31.6334
1553.47, -31.6165
1553.45, -31.6002
1553.44, -31.5844
1553.42, -31.5692
1553.41, -31.5545
1553.39, -31.5403
1553.38, -31.5267
1553.36, -31.5136
1553.35, -31.5011
1553.33, -31.4891
1553.32, -31.4777
1553.31, -31.4667
1553.29, -31.4564
1553.28, -31.4465
1553.26, -31.4372
1553.25, -31.4284
1553.23, -31.4202
1553.22, -31.4124
1553.2, -31.4052
1553.19, -31.3986
1553.17, -31.3924
1553.16, -31.3868
1553.14, -31.3817
1553.13, -31.3771
1553.11, -31.3731
1553.1, -31.3696
1553.08, -31.3666
1553.07, -31.3641
1553.05, -31.3621
1553.04, -31.3607
1553.02, -31.3598
1553.01, -31.3594
1552.99, -31.3595
1552.98, -31.3601
1552.96, -31.3613
1552.95, -31.363
1552.93, -31.3652
1552.92, -31.368
1552.9, -31.3712
1552.89, -31.375
1552.87, -31.3793
1552.86, -31.3841
1552.84, -31.3895
1552.83, -31.3954
1552.81, -31.4018
1552.8, -31.4087
1552.78, -31.4161
1552.77, -31.4241
1552.75, -31.4326
1552.74, -31.4417
1552.72, -31.4513
1552.71, -31.4614
1552.69, -31.472
1552.68, -31.4832
1552.66, -31.4949
1552.65, -31.5072
1552.63, -31.52
1552.62, -31.5333
1552.6, -31.5472
1552.59, -31.5616
1552.57, -31.5765
1552.56, -31.5921
1552.54, -31.6081
1552.53, -31.6247
1552.51, -31.6419
1552.5, -31.6596
1552.48, -31.6779
1552.47, -31.6968
1552.46, -31.7162
1552.44, -31.7361
1552.43, -31.7567
1552.41, -31.7778
1552.4, -31.7995
1552.38, -31.8217
1552.37, -31.8446
1552.35, -31.868
1552.34, -31.892
1552.32, -31.9166
1552.31, -31.9418
1552.29, -31.9676
1552.28, -31.994
1552.26, -32.021
1552.25, -32.0486
1552.23, -32.0768
1552.22, -32.1056
1552.2, -32.135
1552.19, -32.1651
1552.17, -32.1958
1552.16, -32.2271
1552.14, -32.2591
1552.13, -32.2916
1552.11, -32.3249
1552.1, -32.3588
1552.08, -32.3933
1552.07, -32.4285
1552.05, -32.4644
1552.04, -32.5009
1552.02, -32.5382
1552.01, -32.5761
1551.99, -32.6147
1551.98, -32.6539
1551.96, -32.6939
1551.95, -32.7346
1551.93, -32.776
1551.92, -32.8182
1551.9, -32.861
1551.89, -32.9046
1551.87, -32.9489
1551.86, -32.994
1551.84, -33.0399
1551.83, -33.0865
1551.81, -33.1339
1551.8, -33.182
1551.78, -33.231
1551.77, -33.2807
1551.76, -33.3313
1551.74, -33.3827
1551.73, -33.4349
1551.71, -33.4879
1551.7, -33.5418
1551.68, -33.5965
1551.67, -33.6522
1551.65, -33.7086
1551.64, -33.766
1551.62, -33.8243
1551.61, -33.8835
1551.59, -33.9437
1551.58, -34.0047
1551.56, -34.0668
1551.55, -34.1298
1551.53, -34.1937
1551.52, -34.2587
1551.5, -34.3247
1551.49, -34.3917
1551.47, -34.4597
1551.46, -34.5288
1551.44, -34.599
1551.43, -34.6703
1551.41, -34.7427
1551.4, -34.8162
1551.38, -34.8908
1551.37, -34.9666
1551.35, -35.0436
1551.34, -35.1219
1551.32, -35.2013
1551.31, -35.282
1551.29, -35.364
1551.28, -35.4472
1551.26, -35.5318
1551.25, -35.6177
1551.23, -35.705
1551.22, -35.7937
1551.2, -35.8839
1551.19, -35.9755
1551.17, -36.0686
1551.16, -36.1632
1551.14, -36.2594
1551.13, -36.3571
1551.12, -36.4565
1551.1, -36.5575
1551.09, -36.6603
1551.07, -36.7648
1551.06, -36.871
1551.04, -36.9791
1551.03, -37.089
1551.01, -37.2009
1551, -37.3147
1550.98, -37.4306
1550.97, -37.5485
1550.95, -37.6685
1550.94, -37.7907
1550.92, -37.9152
1550.91, -38.042
1550.89, -38.1711
1550.88, -38.3026
1550.86, -38.4367
1550.85, -38.5734
1550.83, -38.7127
1550.82, -38.8548
1550.8, -38.9997
1550.79, -39.1476
1550.77, -39.2985
1550.76, -39.4525
1550.74, -39.6097
1550.73, -39.7703
1550.71, -39.9344
1550.7, -40.1021
1550.68, -40.2735
1550.67, -40.4488
1550.65, -40.6281
1550.64, -40.8116
1550.62, -40.9995
1550.61, -41.1919
1550.59, -41.389
1550.58, -41.5911
1550.56, -41.7983
1550.55, -42.0108
1550.54, -42.2291
1550.52, -42.4532
1550.51, -42.6835
1550.49, -42.9202
1550.48, -43.1638
1550.46, -43.4145
1550.45, -43.6728
1550.43, -43.939
1550.42, -44.2135
1550.4, -44.4969
1550.39, -44.7896
1550.37, -45.0922
1550.36, -45.4052
1550.34, -45.7294
1550.33, -46.0652
1550.31, -46.4136
1550.3, -46.7751
1550.28, -47.1507
1550.27, -47.5413
1550.25, -47.9475
1550.24, -48.3705
1550.22, -48.811
1550.21, -49.2699
1550.19, -49.7479
1550.18, -50.2455
1550.16, -50.7627
1550.15, -51.2991
1550.13, -51.8532
1550.12, -52.4222
1550.1, -53.0009
1550.09, -53.5817
1550.07, -54.1524
1550.06, -54.6963
1550.04, -55.1906
1550.03, -55.6078
1550.01, -55.9179



