["Port 1","LEFT"]
["Port 2","LEFT"]
["Port 3","RIGHT"]
["Port 4","RIGHT"]
("Port 1","mode 1",1,"Port 1",1,"transmission")
(22, 3)
2.2777376981988741e+14 9.1601229900893821e-01 -2.5032292497981292e+01
2.2873149894017803e+14 9.0389744139602768e-01 -2.7923635653797479e+01
2.2918744246397328e+14 8.9802266453128265e-01 -2.6308896096955685e+01
2.2923328453667334e+14 8.9742861146813502e-01 -2.6146546189547596e+01
2.2968922806046862e+14 8.9149793460030469e-01 -2.4531840597146701e+01
2.3064695718075925e+14 8.7888344049101064e-01 -2.7423393631077623e+01
2.3160468630104988e+14 8.6599558394350129e-01 -3.0315171505660565e+01
2.3256241542134050e+14 8.5275935544085502e-01 -3.3207140524850239e+01
2.3352014454163112e+14 8.3913484673826277e-01 -3.6099173602782862e+01
2.3447787366192175e+14 8.2514482753716123e-01 -3.8991129606984252e+01
2.3543560278221238e+14 8.1086672190019882e-01 -4.1882866978424921e+01
2.3639333190250300e+14 7.9636952375839498e-01 -4.4774264447845077e+01
2.3735106102279362e+14 7.8177736055462843e-01 -4.7665205064857098e+01
2.3830879014308425e+14 7.6726485275372525e-01 -5.0555650234281110e+01
("Port 2","mode 1",1,"Port 1",1,"transmission")
(22, 3)
2.2011193685756241e+14 1.8981128740876232e-03 2.8742117415579669e+00
2.2106966597785303e+14 1.8431912025010763e-03 2.1304021400778890e+00
2.2202739509814366e+14 1.8579025783788232e-03 1.1100231407971006e+00
2.2298512421843428e+14 1.8166311743955236e-03 3.2988790866497925e-01
2.2394285333872491e+14 1.3471377877288077e-03 -7.6418846848260347e-01
2.2490058245901553e+14 1.3024749372474874e-03 -1.8612529584074977e+00
2.2585831157930616e+14 8.6998460380530401e-04 -3.3638249414259791e+00
2.2681604069959678e+14 1.5088056677956315e-03 -4.7017973561329827e+00
2.2777376981988741e+14 1.5718814045917694e-03 -5.7638108889070745e+00
2.2873149894017803e+14 2.3539920158175145e-03 -6.8743392977429769e+00
2.2918744246397328e+14 2.1950425328229341e-03 -4.2490516627944999e+00
2.2923328453667334e+14 2.2068882812249350e-03 -3.9708511429666267e+00
2.2968922806046862e+14 2.6899232635899228e-03 -1.3107765733473369e+00
2.3064695718075925e+14 2.6531122348747763e-03 -2.3395516934095442e+00
2.3160468630104988e+14 3.1058646103063487e-03 -3.2140874017316570e+00
2.3256241542134050e+14 2.5141432665795795e-03 -4.1097294138076901e+00
2.3352014454163112e+14 2.3389090109206022e-03 -5.3107735386780650e+00
2.3447787366192175e+14 1.9610981871178378e-03 -6.3883646827395788e+00
2.3543560278221238e+14 2.0530928696923917e-03 -7.8968088392045424e+00
2.3639333190250300e+14 2.6243307705227049e-03 -8.9644988027417689e+00
2.3735106102279362e+14 3.0219407831162770e-03 -1.0104966916361285e+01
2.3830879014308425e+14 3.9013606754954122e-03 -1.1024073808119102e+01
("Port 2","mode 1",1,"Port 2",1,"transmission")
(22, 3)
2.2011193685756241e+14 2.8717833620586918e-03 2.6922648610632249e+00
2.2106966597785303e+14 1.0527427311787017e-02 3.0485746582246294e+00
2.2202739509814366e+14 7.6963354668427289e-03 3.3970529166164209e+00
2.2298512421843428e+14 1.9683786600996596e-03 6.0829241420997713e+00
2.2394285333872491e+14 6.1526282542602867e-03 6.8749037630311296e+00
2.2490058245901553e+14 2.5362715002573673e-03 7.3144503667309877e+00
2.2585831157930616e+14 1.9985205101515180e-03 4.2932874899670779e+00
2.2681604069959678e+14 7.6685052834284074e-04 5.2641656988385810e+00
2.2777376981988741e+14 3.5189914545272725e-03 7.9357389862065286e+00
2.2873149894017803e+14 2.9713909476423634e-03 8.6445488410407521e+00
