

wavelength(nm), Y
1309.39, 0.00515038
1309.37, 0.0052866
1309.35, 0.00542429
1309.33, 0.00556346
1309.31, 0.00570409
1309.29, 0.0058462
1309.27, 0.00598975
1309.25, 0.00613476
1309.22, 0.00628121
1309.2, 0.00642908
1309.18, 0.00657837
1309.16, 0.00672907
1309.14, 0.00688115
1309.12, 0.0070346
1309.1, 0.00718941
1309.08, 0.00734555
1309.06, 0.00750301
1309.04, 0.00766176
1309.02, 0.00782179
1309, 0.00798307
1308.98, 0.00814558
1308.95, 0.0083093
1308.93, 0.0084742
1308.91, 0.00864026
1308.89, 0.00880746
1308.87, 0.00897577
1308.85, 0.00914518
1308.83, 0.00931565
1308.81, 0.00948717
1308.79, 0.00965972
1308.77, 0.00983327
1308.75, 0.0100078
1308.73, 0.0101833
1308.7, 0.0103598
1308.68, 0.0105372
1308.66, 0.0107156
1308.64, 0.0108948
1308.62, 0.011075
1308.6, 0.0112561
1308.58, 0.0114381
1308.56, 0.011621
1308.54, 0.0118048
1308.52, 0.0119896
1308.5, 0.0121752
1308.48, 0.0123618
1308.46, 0.0125492
1308.43, 0.0127377
1308.41, 0.012927
1308.39, 0.0131173
1308.37, 0.0133085
1308.35, 0.0135007
1308.33, 0.0136939
1308.31, 0.013888
1308.29, 0.014083
1308.27, 0.0142791
1308.25, 0.014476
1308.23, 0.014674
1308.21, 0.0148729
1308.19, 0.0150727
1308.16, 0.0152735
1308.14, 0.0154752
1308.12, 0.0156779
1308.1, 0.0158814
1308.08, 0.0160858
1308.06, 0.0162911
1308.04, 0.016497
1308.02, 0.0167037
1308, 0.0169112
1307.98, 0.0171195
1307.96, 0.0173287
1307.94, 0.0175385
1307.92, 0.0177492
1307.89, 0.0179606
1307.87, 0.0181727
1307.85, 0.0183855
1307.83, 0.0185989
1307.81, 0.0188131
1307.79, 0.0190287
1307.77, 0.0192454
1307.75, 0.0194627
1307.73, 0.0196807
1307.71, 0.0198993
1307.69, 0.0201186
1307.67, 0.0203385
1307.65, 0.020559
1307.62, 0.0207802
1307.6, 0.0210018
1307.58, 0.0212241
1307.56, 0.0214469
1307.54, 0.0216702
1307.52, 0.021894
1307.5, 0.0221184
1307.48, 0.0223432
1307.46, 0.0225685
1307.44, 0.0227943
1307.42, 0.0230206
1307.4, 0.0232473
1307.38, 0.0234744
1307.35, 0.023702
1307.33, 0.0239301
1307.31, 0.0241585
1307.29, 0.0243874
1307.27, 0.0246167
1307.25, 0.0248465
1307.23, 0.0250767
1307.21, 0.0253073
1307.19, 0.0255383
1307.17, 0.0257698
1307.15, 0.0260017
1307.13, 0.026234
1307.11, 0.0264667
1307.08, 0.0266999
1307.06, 0.0269335
1307.04, 0.0271676
1307.02, 0.0274021
1307, 0.027637
1306.98, 0.0278723
1306.96, 0.028108
1306.94, 0.0283442
1306.92, 0.0285807
1306.9, 0.0288176
1306.88, 0.0290549
1306.86, 0.0292925
1306.84, 0.0295305
1306.82, 0.0297688
1306.79, 0.0300074
1306.77, 0.0302463
1306.75, 0.0304855
1306.73, 0.030725
1306.71, 0.0309647
1306.69, 0.0312046
1306.67, 0.0314448
1306.65, 0.0316852
1306.63, 0.0319258
1306.61, 0.0321666
1306.59, 0.0324076
1306.57, 0.0326487
1306.55, 0.03289
1306.53, 0.0331315
1306.5, 0.0333732
1306.48, 0.033615
1306.46, 0.033857
1306.44, 0.0340991
1306.42, 0.0343413
1306.4, 0.0345837
1306.38, 0.0348261
1306.36, 0.0350687
1306.34, 0.0353115
1306.32, 0.0355543
1306.3, 0.0357972
1306.28, 0.0360402
1306.26, 0.0362833
1306.24, 0.0365265
1306.21, 0.0367697
1306.19, 0.0370131
1306.17, 0.0372565
1306.15, 0.0375001
1306.13, 0.0377437
1306.11, 0.0379874
1306.09, 0.0382311
1306.07, 0.038475
1306.05, 0.0387189
1306.03, 0.038963
1306.01, 0.0392071
1305.99, 0.0394513
1305.97, 0.0396956
1305.95, 0.0399399
1305.92, 0.0401844
1305.9, 0.0404289
1305.88, 0.0406734
1305.86, 0.040918
1305.84, 0.0411626
1305.82, 0.0414073
1305.8, 0.041652
1305.78, 0.0418967
1305.76, 0.0421414
1305.74, 0.0423861
1305.72, 0.0426307
1305.7, 0.0428754
1305.68, 0.0431199
1305.66, 0.0433644
1305.63, 0.0436089
1305.61, 0.0438533
1305.59, 0.0440976
1305.57, 0.0443418
1305.55, 0.0445859
1305.53, 0.0448299
1305.51, 0.0450738
1305.49, 0.0453177
1305.47, 0.0455614
1305.45, 0.045805
1305.43, 0.0460486
1305.41, 0.046292
1305.39, 0.0465353
1305.37, 0.0467785
1305.35, 0.0470217
1305.32, 0.0472647
1305.3, 0.0475076
1305.28, 0.0477504
1305.26, 0.0479931
1305.24, 0.0482356
1305.22, 0.048478
1305.2, 0.0487186
1305.18, 0.0489565
1305.16, 0.0491942
1305.14, 0.0494315
1305.12, 0.0496685
1305.1, 0.0499052
1305.08, 0.0501415
1305.06, 0.0503775
1305.03, 0.0506131
1305.01, 0.0508483
1304.99, 0.0510831
1304.97, 0.0513175
1304.95, 0.0515516
1304.93, 0.0517851
1304.91, 0.0520183
1304.89, 0.052251
1304.87, 0.0524833
1304.85, 0.0527152
1304.83, 0.0529465
1304.81, 0.0531774
1304.79, 0.0534078
1304.77, 0.0536377
1304.75, 0.0538671
1304.72, 0.054096
1304.7, 0.0543244
1304.68, 0.0545522
1304.66, 0.0547795
1304.64, 0.0550063
1304.62, 0.0552325
1304.6, 0.0554581
1304.58, 0.0556832
1304.56, 0.0559076
1304.54, 0.0561315
1304.52, 0.0563548
1304.5, 0.0565774
1304.48, 0.0567994
1304.46, 0.0570208
1304.44, 0.0572415
1304.41, 0.0574616
1304.39, 0.057681
1304.37, 0.0578997
1304.35, 0.0581177
1304.33, 0.0583351
1304.31, 0.0585517
1304.29, 0.0587676
1304.27, 0.0589828
1304.25, 0.0591972
1304.23, 0.0594109
1304.21, 0.0596238
1304.19, 0.059836
1304.17, 0.0600474
1304.15, 0.060258
1304.13, 0.0604679
1304.11, 0.0606769
1304.08, 0.0608851
1304.06, 0.0610926
1304.04, 0.0612992
1304.02, 0.061505
1304, 0.06171
1303.98, 0.0619141
1303.96, 0.0621174
1303.94, 0.0623199
1303.92, 0.0625215
1303.9, 0.0627223
1303.88, 0.0629222
1303.86, 0.0631212
1303.84, 0.0633194
1303.82, 0.0635167
1303.8, 0.0637131
1303.77, 0.0639087
1303.75, 0.0641034
1303.73, 0.0642971
1303.71, 0.06449
1303.69, 0.0646819
1303.67, 0.064873
1303.65, 0.0650631
1303.63, 0.0652523
1303.61, 0.0654406
1303.59, 0.0656279
1303.57, 0.0658143
1303.55, 0.0659997
1303.53, 0.0661841
1303.51, 0.0663676
1303.49, 0.0665501
1303.47, 0.0667316
1303.44, 0.0669121
1303.42, 0.0670916
1303.4, 0.06727
1303.38, 0.0674475
1303.36, 0.0676238
1303.34, 0.0677992
1303.32, 0.0679735
1303.3, 0.0681467
1303.28, 0.0683188
1303.26, 0.0684899
1303.24, 0.0686598
1303.22, 0.0688287
1303.2, 0.0689965
1303.18, 0.0691631
1303.16, 0.0693286
1303.14, 0.069493
1303.11, 0.0696563
1303.09, 0.0698184
1303.07, 0.0699794
1303.05, 0.0701393
1303.03, 0.0702979
1303.01, 0.0704555
1302.99, 0.0706118
1302.97, 0.070767
1302.95, 0.070921
1302.93, 0.0710738
1302.91, 0.0712255
1302.89, 0.0713759
1302.87, 0.0715252
1302.85, 0.0716732
1302.83, 0.0718201
1302.81, 0.0719657
1302.79, 0.0721101
1302.76, 0.0722533
1302.74, 0.0723952
1302.72, 0.0725359
1302.7, 0.0726753
1302.68, 0.0728135
1302.66, 0.0729504
1302.64, 0.0730861
1302.62, 0.0732204
1302.6, 0.0733535
1302.58, 0.0734853
1302.56, 0.0736157
1302.54, 0.0737448
1302.52, 0.0738726
1302.5, 0.073999
1302.48, 0.0741241
1302.46, 0.0742478
1302.44, 0.0743701
1302.41, 0.0744911
1302.39, 0.0746106
1302.37, 0.0747288
1302.35, 0.0748455
1302.33, 0.0749608
1302.31, 0.0750747
1302.29, 0.0751871
1302.27, 0.075298
1302.25, 0.0754075
1302.23, 0.0755156
1302.21, 0.0756221
1302.19, 0.0757272
1302.17, 0.0758308
1302.15, 0.0759329
1302.13, 0.0760335
1302.11, 0.0761326
1302.09, 0.0762302
1302.06, 0.0763263
1302.04, 0.0764208
1302.02, 0.0765138
1302, 0.0766053
1301.98, 0.0766953
1301.96, 0.0767837
1301.94, 0.0768706
1301.92, 0.076956
1301.9, 0.0770398
1301.88, 0.077122
1301.86, 0.0772027
1301.84, 0.0772819
1301.82, 0.0773595
1301.8, 0.0774355
1301.78, 0.07751
1301.76, 0.0775829
1301.74, 0.0776542
1301.71, 0.077724
1301.69, 0.0777922
1301.67, 0.0778588
1301.65, 0.0779238
1301.63, 0.0779873
1301.61, 0.0780491
1301.59, 0.0781093
1301.57, 0.078168
1301.55, 0.078225
1301.53, 0.0782804
1301.51, 0.0783342
1301.49, 0.0783864
1301.47, 0.078437
1301.45, 0.0784859
1301.43, 0.0785332
1301.41, 0.0785789
1301.39, 0.0786229
1301.37, 0.0786652
1301.34, 0.0787059
1301.32, 0.078745
1301.3, 0.0787824
1301.28, 0.0788181
1301.26, 0.0788522
1301.24, 0.0788846
1301.22, 0.0789153
1301.2, 0.0789443
1301.18, 0.0789717
1301.16, 0.0789973
1301.14, 0.0790213
1301.12, 0.0790435
1301.1, 0.0790641
1301.08, 0.0790829
1301.06, 0.0791001
1301.04, 0.0791155
1301.02, 0.0791293
1301, 0.0791413
1300.97, 0.0791516
1300.95, 0.0791602
1300.93, 0.079167
1300.91, 0.0791721
1300.89, 0.0791756
1300.87, 0.0791772
1300.85, 0.0791772
1300.83, 0.0791755
1300.81, 0.079172
1300.79, 0.0791668
1300.77, 0.0791598
1300.75, 0.0791512
1300.73, 0.0791408
1300.71, 0.0791287
1300.69, 0.0791149
1300.67, 0.0790994
1300.65, 0.0790821
1300.63, 0.0790632
1300.6, 0.0790425
1300.58, 0.0790202
1300.56, 0.0789961
1300.54, 0.0789704
1300.52, 0.078943
1300.5, 0.0789139
1300.48, 0.0788831
1300.46, 0.0788506
1300.44, 0.0788165
1300.42, 0.0787807
1300.4, 0.0787432
1300.38, 0.0787041
1300.36, 0.0786633
1300.34, 0.0786209
1300.32, 0.0785768
1300.3, 0.0785311
1300.28, 0.0784838
1300.26, 0.0784349
1300.24, 0.0783843
1300.21, 0.0783321
1300.19, 0.0782782
1300.17, 0.0782228
1300.15, 0.0781657
1300.13, 0.078107
1300.11, 0.0780467
1300.09, 0.0779848
1300.07, 0.0779213
1300.05, 0.0778561
1300.03, 0.0777894
1300.01, 0.077721
1299.99, 0.077651
1299.97, 0.0775794
1299.95, 0.0775062
1299.93, 0.0774314
1299.91, 0.077355
1299.89, 0.0772769
1299.87, 0.0771972
1299.85, 0.077116
1299.82, 0.0770331
1299.8, 0.0769485
1299.78, 0.0768622
1299.76, 0.0767736
1299.74, 0.0766834
1299.72, 0.0765915
1299.7, 0.0764981
1299.68, 0.076403
1299.66, 0.0763063
1299.64, 0.076208
1299.62, 0.0761081
1299.6, 0.0760066
1299.58, 0.0759035
1299.56, 0.0757988
1299.54, 0.0756925
1299.52, 0.0755846
1299.5, 0.0754751
1299.48, 0.0753641
1299.46, 0.0752515
1299.44, 0.0751374
1299.41, 0.0750217
1299.39, 0.0749045
1299.37, 0.0747857
1299.35, 0.0746655
1299.33, 0.0745437
1299.31, 0.0744205
1299.29, 0.0742957
1299.27, 0.0741695
1299.25, 0.0740418
1299.23, 0.0739127
1299.21, 0.0737821
1299.19, 0.0736501
1299.17, 0.0735166
1299.15, 0.0733818
1299.13, 0.0732455
1299.11, 0.0731079
1299.09, 0.0729688
1299.07, 0.0728284
1299.05, 0.0726866
1299.03, 0.0725434
1299.01, 0.0723989
1298.98, 0.072253
1298.96, 0.0721058
1298.94, 0.0719572
1298.92, 0.0718073
1298.9, 0.071656
1298.88, 0.0715034
1298.86, 0.0713496
1298.84, 0.0711944
1298.82, 0.0710378
1298.8, 0.07088
1298.78, 0.0707209
1298.76, 0.0705605
1298.74, 0.0703987
1298.72, 0.0702357
1298.7, 0.0700714
1298.68, 0.0699059
1298.66, 0.069739
1298.64, 0.0695709
1298.62, 0.0694016
1298.6, 0.0692309
1298.58, 0.0690591
1298.55, 0.068886
1298.53, 0.0687116
1298.51, 0.0685361
1298.49, 0.0683593
1298.47, 0.0681813
1298.45, 0.0680021
1298.43, 0.0678217
1298.41, 0.0676402
1298.39, 0.0674574
1298.37, 0.0672735
1298.35, 0.0670885
1298.33, 0.0669023
1298.31, 0.066715
1298.29, 0.0665266
1298.27, 0.0663371
1298.25, 0.0661464
1298.23, 0.0659547
1298.21, 0.065762
1298.19, 0.0655681
1298.17, 0.0653732
1298.15, 0.0651773
1298.12, 0.0649804
1298.1, 0.0647824
1298.08, 0.0645834
1298.06, 0.0643835
1298.04, 0.0641825
1298.02, 0.0639806
1298, 0.0637778
1297.98, 0.063574
1297.96, 0.0633692
1297.94, 0.0631636
1297.92, 0.062957
1297.9, 0.0627495
1297.88, 0.0625412
1297.86, 0.0623319
1297.84, 0.0621218
1297.82, 0.0619108
1297.8, 0.061699
1297.78, 0.0614863
1297.76, 0.0612728
1297.74, 0.0610585
1297.72, 0.0608433
1297.7, 0.0606274
1297.67, 0.0604106
1297.65, 0.0601931
1297.63, 0.0599748
1297.61, 0.0597558
1297.59, 0.059536
1297.57, 0.0593154
1297.55, 0.0590942
1297.53, 0.0588721
1297.51, 0.0586494
1297.49, 0.058426
1297.47, 0.0582019
1297.45, 0.0579771
1297.43, 0.0577516
1297.41, 0.0575255
1297.39, 0.0572987
1297.37, 0.0570713
1297.35, 0.0568433
1297.33, 0.0566146
1297.31, 0.0563853
1297.29, 0.0561555
1297.27, 0.055925
1297.25, 0.055694
1297.23, 0.0554624
1297.2, 0.0552302
1297.18, 0.0549976
1297.16, 0.0547643
1297.14, 0.0545306
1297.12, 0.0542964
1297.1, 0.0540616
1297.08, 0.0538264
1297.06, 0.0535907
1297.04, 0.0533546
1297.02, 0.053118
1297, 0.052881
1296.98, 0.0526435
1296.96, 0.0524057
1296.94, 0.0521674
1296.92, 0.0519288
1296.9, 0.0516898
1296.88, 0.0514504
1296.86, 0.0512106
1296.84, 0.0509705
1296.82, 0.0507301
1296.8, 0.0504894
1296.78, 0.0502484
1296.76, 0.050007
1296.74, 0.0497654
1296.71, 0.0495235
1296.69, 0.0492813
1296.67, 0.0490389
1296.65, 0.0487962
1296.63, 0.0485533
1296.61, 0.0483102
1296.59, 0.0480669
1296.57, 0.0478234
1296.55, 0.0475796
1296.53, 0.0473357
1296.51, 0.0470917
1296.49, 0.0468475
1296.47, 0.0466031
1296.45, 0.0463586
1296.43, 0.0461139
1296.41, 0.0458692
1296.39, 0.0456243
1296.37, 0.0453794
1296.35, 0.0451343
1296.33, 0.0448892
1296.31, 0.044644
1296.29, 0.0443988
1296.27, 0.0441535
1296.25, 0.0439081
1296.23, 0.0436628
1296.2, 0.0434174
1296.18, 0.0431721
1296.16, 0.0429267
1296.14, 0.0426814
1296.12, 0.0424361
1296.1, 0.0421908
1296.08, 0.0419456
1296.06, 0.0417004
1296.04, 0.0414553
1296.02, 0.0412103
1296, 0.0409654
1295.98, 0.0407206
1295.96, 0.0404759
1295.94, 0.0402313
1295.92, 0.0399868
1295.9, 0.0397425
1295.88, 0.0394983
1295.86, 0.0392543
1295.84, 0.0390104
1295.82, 0.0387668
1295.8, 0.0385233
1295.78, 0.03828
1295.76, 0.038037
1295.74, 0.0377941
1295.72, 0.0375515
1295.7, 0.0373091
1295.67, 0.037067
1295.65, 0.0368251
1295.63, 0.0365835
1295.61, 0.0363422
1295.59, 0.0361012
1295.57, 0.0358605
1295.55, 0.03562
1295.53, 0.0353799
1295.51, 0.0351402
1295.49, 0.0349008
1295.47, 0.0346617
1295.45, 0.034423
1295.43, 0.0341846
1295.41, 0.0339466
1295.39, 0.0337091
1295.37, 0.0334719
1295.35, 0.0332351
1295.33, 0.0329987
1295.31, 0.0327628
1295.29, 0.0325273
1295.27, 0.0322923
1295.25, 0.0320577
1295.23, 0.0318236
1295.21, 0.0315899
1295.19, 0.0313567
1295.17, 0.031124
1295.14, 0.0308918
1295.12, 0.0306602
1295.1, 0.030429
1295.08, 0.0301983
1295.06, 0.0299682
1295.04, 0.0297386
1295.02, 0.0295096
1295, 0.0292811
1294.98, 0.0290531
1294.96, 0.0288258
1294.94, 0.028599
1294.92, 0.0283727
1294.9, 0.0281471
1294.88, 0.027922
1294.86, 0.0276976
1294.84, 0.0274737
1294.82, 0.0272505
1294.8, 0.0270278
1294.78, 0.0268058
1294.76, 0.0265845
1294.74, 0.0263637
1294.72, 0.0261436
1294.7, 0.0259242
1294.68, 0.0257054
1294.66, 0.0254872
1294.64, 0.0252698
1294.62, 0.025053
1294.6, 0.0248369
1294.58, 0.0246214
1294.55, 0.0244067
1294.53, 0.0241927
1294.51, 0.0239794
1294.49, 0.0237668
1294.47, 0.0235549
1294.45, 0.0233438
1294.43, 0.0231334
1294.41, 0.0229237
1294.39, 0.0227147
1294.37, 0.0225066
1294.35, 0.0222992
1294.33, 0.0220925
1294.31, 0.0218867
1294.29, 0.0216816
1294.27, 0.0214774
1294.25, 0.0212739
1294.23, 0.0210713
1294.21, 0.0208694
1294.19, 0.0206684
1294.17, 0.0204682
1294.15, 0.0202689
1294.13, 0.0200704
1294.11, 0.0198727
1294.09, 0.0196759
1294.07, 0.01948
1294.05, 0.0192849
1294.03, 0.0190906
1294.01, 0.0188973
1293.99, 0.0187048
1293.97, 0.0185132
1293.94, 0.0183224
1293.92, 0.0181326
1293.9, 0.0179437
1293.88, 0.0177556
1293.86, 0.0175685
1293.84, 0.0173822
1293.82, 0.0171969
1293.8, 0.0170125
1293.78, 0.016829
1293.76, 0.0166464
1293.74, 0.0164648
1293.72, 0.0162841
1293.7, 0.0161043
1293.68, 0.0159255
1293.66, 0.0157476
1293.64, 0.0155706
1293.62, 0.0153947
1293.6, 0.0152196
1293.58, 0.0150456
1293.56, 0.0148725
1293.54, 0.0147004
1293.52, 0.0145292
1293.5, 0.0143591
1293.48, 0.0141899
1293.46, 0.0140218
1293.44, 0.0138546
1293.42, 0.0136884
1293.4, 0.0135233
1293.38, 0.0133591
1293.36, 0.013196
1293.34, 0.0130339
1293.31, 0.0128728
1293.29, 0.0127127
1293.27, 0.0125537
1293.25, 0.0123957
1293.23, 0.0122388
1293.21, 0.0120829
1293.19, 0.011928
1293.17, 0.0117742
1293.15, 0.0116214
1293.13, 0.0114697
1293.11, 0.0113191
1293.09, 0.0111695
1293.07, 0.011021
1293.05, 0.0108735
1293.03, 0.0107271
1293.01, 0.0105818
1292.99, 0.0104376
1292.97, 0.0102944
1292.95, 0.0101523
1292.93, 0.0100113
1292.91, 0.00987131
1292.89, 0.00973245
1292.87, 0.00959467
1292.85, 0.00945797
1292.83, 0.00932236
1292.81, 0.00918784
1292.79, 0.0090544
1292.77, 0.00892206
1292.75, 0.00879081
1292.73, 0.00866065
1292.71, 0.00853159
1292.69, 0.00840362
1292.67, 0.00827676
1292.65, 0.00815099
1292.62, 0.00802632
1292.6, 0.00790276
1292.58, 0.00778031
1292.56, 0.00765896
1292.54, 0.00753873
1292.52, 0.0074196
1292.5, 0.00730159
1292.48, 0.00718469
1292.46, 0.00706892
1292.44, 0.00695426
1292.42, 0.00684072
1292.4, 0.0067283
1292.38, 0.00661701
1292.36, 0.00650684
1292.34, 0.0063978
1292.32, 0.0062899
1292.3, 0.00618312
1292.28, 0.00607748
1292.26, 0.00597297
1292.24, 0.0058696
1292.22, 0.00576736
1292.2, 0.00566627
1292.18, 0.00556631
1292.16, 0.0054675
1292.14, 0.00536983
1292.12, 0.00527331
1292.1, 0.00517793
1292.08, 0.0050837
1292.06, 0.00499062
1292.04, 0.00489869
1292.02, 0.00480791
1292, 0.00471828
1291.98, 0.0046298
1291.96, 0.00454248
1291.94, 0.00445631
1291.92, 0.00437129
1291.9, 0.00428744
1291.87, 0.00420474
1291.85, 0.0041232
1291.83, 0.00404282
1291.81, 0.0039636
1291.79, 0.00388554
1291.77, 0.00380864
1291.75, 0.0037329
1291.73, 0.00365833
1291.71, 0.00358493
1291.69, 0.00351269
1291.67, 0.00344161
1291.65, 0.0033717
1291.63, 0.00330296
1291.61, 0.00323539
1291.59, 0.00316899
1291.57, 0.00310375
1291.55, 0.00303969
1291.53, 0.0029768
1291.51, 0.00291508
1291.49, 0.00285454
1291.47, 0.00279517
1291.45, 0.00273697
1291.43, 0.00267994
1291.41, 0.0026241
1291.39, 0.00256942
1291.37, 0.00251593
1291.35, 0.00246361
1291.33, 0.00241247
1291.31, 0.0023625
1291.29, 0.00231372
1291.27, 0.00226611
1291.25, 0.00221968
1291.23, 0.00217443
1291.21, 0.00213036
1291.19, 0.00208747
1291.17, 0.00204577
1291.15, 0.00200524
1291.13, 0.00196589
1291.11, 0.00192773
1291.09, 0.00189074
1291.06, 0.00185494
1291.04, 0.00182032
1291.02, 0.00178688
1291, 0.00175463
1290.98, 0.00172355
1290.96, 0.00169366
1290.94, 0.00166495
1290.92, 0.00163743
1290.9, 0.00161109
1290.88, 0.00158593
1290.86, 0.00156195
1290.84, 0.00153916
1290.82, 0.00151755
1290.8, 0.00149713
1290.78, 0.00147788
1290.76, 0.00145982
1290.74, 0.00144295
1290.72, 0.00142726
1290.7, 0.00141275
1290.68, 0.00139942
1290.66, 0.00138728
1290.64, 0.00137632
1290.62, 0.00136654
1290.6, 0.00135795
1290.58, 0.00135054
1290.56, 0.00134431
1290.54, 0.00133927
1290.52, 0.0013354
1290.5, 0.00133272
1290.48, 0.00133123
1290.46, 0.00133091
1290.44, 0.00133178
1290.42, 0.00133383
1290.4, 0.00133706
1290.38, 0.00134147
1290.36, 0.00134706
1290.34, 0.00135383
1290.32, 0.00136178
1290.3, 0.00137091
1290.28, 0.00138123
1290.26, 0.00139272
1290.24, 0.00140539
1290.22, 0.00141924
1290.2, 0.00143426
1290.18, 0.00145047
1290.15, 0.00146785
1290.13, 0.00148641
1290.11, 0.00150615
1290.09, 0.00152706
1290.07, 0.00154915
1290.05, 0.00157241
1290.03, 0.00159685
1290.01, 0.00162246
1289.99, 0.00164925
1289.97, 0.00167721
1289.95, 0.00170634
1289.93, 0.00173665
1289.91, 0.00176812
1289.89, 0.00180077
1289.87, 0.00183459
1289.85, 0.00186958
1289.83, 0.00190574
1289.81, 0.00194307
1289.79, 0.00198156
1289.77, 0.00202123
1289.75, 0.00206206
1289.73, 0.00210406
1289.71, 0.00214722
1289.69, 0.00219155
1289.67, 0.00223705
1289.65, 0.00228371
1289.63, 0.00233153
1289.61, 0.00238051
1289.59, 0.00243066
1289.57, 0.00248197
1289.55, 0.00253444
1289.53, 0.00258807
1289.51, 0.00264286
1289.49, 0.0026988
1289.47, 0.0027559
1289.45, 0.00281416
1289.43, 0.00287357
1289.41, 0.00293414
1289.39, 0.00299586
1289.37, 0.00305873
1289.35, 0.00312276
1289.33, 0.00318793
1289.31, 0.00325425
1289.29, 0.00332172
1289.27, 0.00339033
1289.25, 0.00346009
1289.23, 0.003531
1289.21, 0.00360304
1289.19, 0.00367623
1289.17, 0.00375055
1289.15, 0.00382601
1289.13, 0.00390261
1289.11, 0.00398035
1289.08, 0.00405922
1289.06, 0.0041405
1289.04, 0.00422301
1289.02, 0.00430668
1289, 0.00439151
1288.98, 0.0044775
1288.96, 0.00456464
1288.94, 0.00465294
1288.92, 0.00474239
1288.9, 0.00483299
1288.88, 0.00492474
1288.86, 0.00501764
1288.84, 0.00511168
1288.82, 0.00520687
1288.8, 0.0053032
1288.78, 0.00540068
1288.76, 0.00549929
1288.74, 0.00559904
1288.72, 0.00569993
1288.7, 0.00580195
1288.68, 0.00590511
1288.66, 0.00600939
1288.64, 0.00611481
1288.62, 0.00622135
1288.6, 0.00632902
1288.58, 0.00643781
1288.56, 0.00654772
1288.54, 0.00665874
1288.52, 0.00677089
1288.5, 0.00688414
1288.48, 0.00699851
1288.46, 0.00711398
1288.44, 0.00723056
1288.42, 0.00734824
1288.4, 0.00746702
1288.38, 0.0075869
1288.36, 0.00770787
1288.34, 0.00782993
1288.32, 0.00795308
1288.3, 0.00807731
1288.28, 0.00820263
1288.26, 0.00832901
1288.24, 0.00845648
1288.22, 0.00858501
1288.2, 0.00871461
1288.18, 0.00884527
1288.16, 0.008977
1288.14, 0.00910978
1288.12, 0.00924361
1288.1, 0.00937849
1288.08, 0.00951441
1288.06, 0.00965138
1288.04, 0.00978938
1288.02, 0.00992842
1288, 0.0100685
1287.98, 0.0102096
1287.96, 0.0103517
1287.94, 0.0104948
1287.92, 0.010639
1287.9, 0.0107841
1287.88, 0.0109303
1287.86, 0.0110774
1287.84, 0.0112256
1287.82, 0.0113747
1287.8, 0.0115249
1287.78, 0.011676
1287.75, 0.0118281
1287.73, 0.0119811
1287.71, 0.0121352
1287.69, 0.0122902
1287.67, 0.0124461
1287.65, 0.0126031
1287.63, 0.0127609
1287.61, 0.0129197
1287.59, 0.0130795
1287.57, 0.0132402
1287.55, 0.0134018
1287.53, 0.0135643
1287.51, 0.0137277
1287.49, 0.0138921
1287.47, 0.0140574
1287.45, 0.0142235
1287.43, 0.0143906
1287.41, 0.0145586
1287.39, 0.0147274
1287.37, 0.0148971
1287.35, 0.0150677
1287.33, 0.0152392
1287.31, 0.0154115
1287.29, 0.0155847
1287.27, 0.0157588
1287.25, 0.0159337
1287.23, 0.0161094
1287.21, 0.016286
1287.19, 0.0164634
1287.17, 0.0166416
1287.15, 0.0168207
1287.13, 0.0170006
1287.11, 0.0171813
1287.09, 0.0173628
1287.07, 0.0175451
1287.05, 0.0177282
1287.03, 0.0179121
1287.01, 0.0180967
1286.99, 0.0182822
1286.97, 0.0184684
1286.95, 0.0186554
1286.93, 0.0188431
1286.91, 0.0190316
1286.89, 0.0192208
1286.87, 0.0194108
1286.85, 0.0196015
1286.83, 0.0197929
1286.81, 0.019985
1286.79, 0.0201778
1286.77, 0.0203713
1286.75, 0.0205655
1286.73, 0.0207604
1286.71, 0.020956
1286.69, 0.0211522
1286.67, 0.021349
1286.65, 0.0215465
1286.63, 0.0217446
1286.61, 0.0219434
1286.59, 0.0221427
1286.57, 0.0223427
1286.55, 0.0225432
1286.53, 0.0227444
1286.51, 0.0229461
1286.49, 0.0231483
1286.47, 0.0233511
1286.45, 0.0235545
1286.43, 0.0237584
1286.41, 0.0239628
1286.39, 0.0241677
1286.37, 0.0243731
1286.35, 0.0245791
1286.33, 0.0247855
1286.31, 0.0249924
1286.29, 0.0251997
1286.27, 0.0254075
1286.25, 0.0256158
1286.23, 0.0258245
1286.21, 0.0260336
1286.19, 0.0262432
1286.17, 0.0264532
1286.15, 0.0266636
1286.13, 0.0268743
1286.11, 0.0270855
1286.09, 0.027297
1286.07, 0.0275089
1286.05, 0.0277211
1286.03, 0.0279337
1286.01, 0.0281466
1285.99, 0.0283599
1285.97, 0.0285734
1285.95, 0.0287873
1285.93, 0.0290014
1285.91, 0.0292158
1285.89, 0.0294305
1285.87, 0.0296454
1285.85, 0.0298606
1285.83, 0.030076
1285.81, 0.0302916
1285.79, 0.0305075
1285.76, 0.0307235
1285.74, 0.0309397
1285.72, 0.031156
1285.7, 0.0313726
1285.68, 0.0315892
1285.66, 0.031806
1285.64, 0.0320229
1285.62, 0.03224
1285.6, 0.0324571
1285.58, 0.0326743
1285.56, 0.0328916
1285.54, 0.033109
1285.52, 0.0333264
1285.5, 0.0335438
1285.48, 0.0337613
1285.46, 0.0339788
1285.44, 0.0341963
1285.42, 0.0344139
1285.4, 0.0346314
1285.38, 0.0348489
