["Port 1","LEFT"]
["Port 2","LEFT"]
["Port 3","RIGHT"]
["Port 4","RIGHT"]
("Port 1","mode 1",1,"Port 1",1,"transmission")
(22, 3)
2.2011193685756241e+14 1.3347162788240051e-02 1.8738620934443695e+00
2.2106966597785303e+14 1.1230470727131564e-02 3.6252738811808043e+00
2.2202739509814366e+14 4.9823481230824324e-03 4.5230284799977953e+00
2.2298512421843428e+14 7.5708438461613266e-03 5.7322036878300873e+00
2.2394285333872491e+14 7.7941770162559439e-03 7.8741503771598431e+00
2.2490058245901553e+14 7.2337046717735306e-03 9.9437796764504718e+00
2.2585831157930616e+14 5.4247807797736742e-03 1.2067848741484607e+01
2.2681604069959678e+14 2.8529064551497964e-03 1.3306730255737483e+01
2.2777376981988741e+14 7.8612517117070367e-03 1.4159153128095515e+01
2.2873149894017803e+14 1.2793107710124407e-02 1.6136073459837174e+01
2.2918744246397328e+14 1.2117892375721875e-02 1.7133814375301522e+01
2.2923328453667334e+14 1.1945966210357761e-02 1.7233789947368585e+01
2.2968922806046862e+14 9.3529575313148327e-03 1.8223342151218073e+01
2.3064695718075925e+14 2.2182052603868839e-03 1.9042677613471973e+01
2.3160468630104988e+14 7.2701074186659184e-03 2.0005944536443295e+01
2.3256241542134050e+14 9.6449848011934940e-03 2.2265593595362148e+01
2.3352014454163112e+14 9.3508296664736382e-03 2.4512838270739053e+01
2.3447787366192175e+14 5.9686819963807054e-03 2.6445393748910668e+01
2.3543560278221238e+14 2.5792711442213473e-03 2.6905339309494611e+01
2.3639333190250300e+14 1.0661959263243159e-02 2.8316493542195524e+01
2.3735106102279362e+14 1.4790911514028159e-02 3.0493382417357484e+01
2.3830879014308425e+14 8.3519636938038152e-03 3.2586432035714147e+01
("Port 3","mode 1",1,"Port 4",1,"transmission")
(22, 3)
2.2011193685756241e+14 8.6509350165229065e-03 -3.0784117786094840e+00
2.2106966597785303e+14 8.1882139542473215e-03 -1.5236161976003899e-02
2.2202739509814366e+14 7.1059412397164673e-03 -3.0957136313687754e+00
2.2298512421843428e+14 6.0376752054486201e-03 -6.1896077605812616e+00
2.2394285333872491e+14 4.8578288420814669e-03 -3.2504820842787896e+00
2.2490058245901553e+14 4.3725073830898796e-03 -6.4177455580196441e-01
2.2585831157930616e+14 4.5186405355500175e-03 2.1345900941774105e+00
2.2681604069959678e+14 4.4343475023355325e-03 5.2190420375319020e+00
2.2777376981988741e+14 5.5846174932545917e-03 8.3418775441054027e+00
2.2873149894017803e+14 6.5704388022508817e-03 1.1386508476745620e+01
2.2918744246397328e+14 6.8716022590721241e-03 1.2807300515360467e+01
2.2923328453667334e+14 6.8577172755491132e-03 1.2953760281559825e+01
2.2968922806046862e+14 6.5850960983122641e-03 1.4421314981134605e+01
2.3064695718075925e+14 4.6117615569465668e-03 1.1324068923549458e+01
2.3160468630104988e+14 3.7626997714013230e-03 1.4376853106049108e+01
2.3256241542134050e+14 4.3021972428913761e-03 1.7234198051185487e+01
2.3352014454163112e+14 4.1173667636833925e-03 2.0084741971393708e+01
2.3447787366192175e+14 4.0025241702714223e-03 2.2950305719800824e+01
2.3543560278221238e+14 4.2572246178557817e-03 2.5995858427791262e+01
2.3639333190250300e+14 5.4278712546386833e-03 2.2889445570585888e+01
2.3735106102279362e+14 5.3207279346617247e-03 2.5940619137181990e+01
2.3830879014308425e+14 3.9753238310961583e-03 2.9075358872165488e+01
("Port 4","mode 1",1,"Port 1",1,"transmission")
(22, 3)
2.2011193685756241e+14 5.7329759968384630e-01 1.7468570662266765e+00
2.2106966597785303e+14 5.5984732194754838e-01 4.0439191165983850e+00
2.2202739509814366e+14 5.4669987514047946e-01 6.3413725059584500e+00
2.2298512421843428e+14 5.3341619172769916e-01 8.6390645699795847e+00
2.2394285333872491e+14 5.2072494549780790e-01 1.0935915856118424e+01
2.2490058245901553e+14 5.0819698722676865e-01 1.3232364524537578e+01
2.2585831157930616e+14 4.9611315492589314e-01 1.5529290039839466e+01
2.2681604069959678e+14 4.8412146383975274e-01 1.7826666930642727e+01
2.2777376981988741e+14 4.7255018474009286e-01 2.0123320391138705e+01
2.2873149894017803e+14 4.6120915887748876e-01 2.2420082199559790e+01
2.2918744246397328e+14 4.5589980563562305e-01 2.3514088548855330e+01
2.2923328453667334e+14 4.5534385211204959e-01 2.3623939292236336e+01
2.2968922806046862e+14 4.5033394666442994e-01 2.4717078628448885e+01
2.3064695718075925e+14 4.3969062779326423e-01 2.7013007288639827e+01
2.3160468630104988e+14 4.2904294607916099e-01 2.9309860396705556e+01
2.3256241542134050e+14 4.1884382472315829e-01 3.1604669787762074e+01
2.3352014454163112e+14 4.0949490671777922e-01 3.3899883835985264e+01
2.3447787366192175e+14 4.0011444310306404e-01 3.6196201249514836e+01
2.3543560278221238e+14 3.9045117620118669e-01 3.8491608713633177e+01
2.3639333190250300e+14 3.8143145152494429e-01 4.0786976425787827e+01
2.3735106102279362e+14 3.7214270804496236e-01 4.3083578156604055e+01
2.3830879014308425e+14 3.6340656961986734e-01 4.5378205814591809e+01
("Port 4","mode 1",1,"Port 2",1,"transmission")
(22, 3)
2.2011193685756241e+14 8.1638985548654752e-01 1.7544846897696167e-01
2.2106966597785303e+14 8.2551266095537978e-01 2.4727459061125683e+00
2.2202739509814366e+14 8.3417044925628692e-01 4.7702863206525343e+00
2.2298512421843428e+14 8.4259502383095863e-01 7.0671289867724916e+00
2.2394285333872491e+14 8.5062505966802782e-01 9.3641111349984101e+00
2.2490058245901553e+14 8.5782261388658332e-01 1.1660706655493351e+01
2.2585831157930616e+14 8.6485445352050538e-01 1.3957070491019474e+01
2.2681604069959678e+14 8.7147758668515163e-01 1.6253592165616631e+01
2.2777376981988741e+14 8.7727093626454389e-01 1.8549723520817842e+01
